"year";"month";"day";"dep_time";"sched_dep_time";"dep_delay";"arr_time";"sched_arr_time";"arr_delay";"carrier";"flight";"tailnum";"origin";"dest";"air_time";"distance";"hour";"minute";"time_hour"
2013;1;8;620;625;-5;850;916;-26;"B6";79;"N587JB";"JFK";"MCO";136;944;6;25;"2013-01-08 06:00:00"
2013;1;8;621;625;-4;933;934;-1;"UA";1014;"N14731";"LGA";"IAH";231;1416;6;25;"2013-01-08 06:00:00"
2013;1;8;622;600;22;759;709;50;"B6";380;"N317JB";"EWR";"BOS";40;200;6;0;"2013-01-08 06:00:00"
2013;1;8;623;630;-7;844;859;-15;"DL";2006;"N301NB";"LGA";"MSY";176;1183;6;30;"2013-01-08 06:00:00"
2013;1;8;623;627;-4;911;931;-20;"UA";1627;"N24729";"EWR";"PBI";144;1023;6;27;"2013-01-08 06:00:00"
2013;1;8;624;630;-6;824;843;-19;"US";1433;"N178US";"LGA";"CLT";92;544;6;30;"2013-01-08 06:00:00"
2013;1;8;625;625;0;740;730;10;"WN";3127;"N439WN";"EWR";"BWI";35;169;6;25;"2013-01-08 06:00:00"
2013;1;8;625;630;-5;836;830;6;"MQ";4576;"N537MQ";"LGA";"CLT";85;544;6;30;"2013-01-08 06:00:00"
2013;1;8;625;630;-5;842;830;12;"MQ";4599;"N503MQ";"LGA";"MSP";160;1020;6;30;"2013-01-08 06:00:00"
2013;1;8;626;635;-9;912;934;-22;"B6";983;"N508JB";"LGA";"TPA";148;1010;6;35;"2013-01-08 06:00:00"
2013;1;8;628;630;-2;840;842;-2;"EV";4150;"N12996";"EWR";"CVG";98;569;6;30;"2013-01-08 06:00:00"
2013;1;8;628;630;-2;747;749;-2;"EV";4533;"N22971";"EWR";"BUF";51;282;6;30;"2013-01-08 06:00:00"
2013;1;8;628;630;-2;810;800;10;"EV";4560;"N27190";"EWR";"PIT";56;319;6;30;"2013-01-08 06:00:00"
2013;1;8;629;633;-4;819;813;6;"EV";4424;"N14570";"EWR";"RDU";72;416;6;33;"2013-01-08 06:00:00"
2013;1;8;629;630;-1;912;847;25;"EV";4393;"N10575";"EWR";"IND";103;645;6;30;"2013-01-08 06:00:00"
2013;1;8;629;635;-6;932;940;-8;"AA";711;"N3FSAA";"LGA";"DFW";218;1389;6;35;"2013-01-08 06:00:00"
2013;1;8;629;631;-2;730;741;-11;"B6";1002;"N638JB";"JFK";"BOS";40;187;6;31;"2013-01-08 06:00:00"
2013;1;8;630;634;-4;857;849;8;"EV";4471;"N13124";"EWR";"CLT";83;529;6;34;"2013-01-08 06:00:00"
2013;1;8;631;630;1;1128;1140;-12;"AA";413;"N3ELAA";"JFK";"SJU";200;1598;6;30;"2013-01-08 06:00:00"
2013;1;8;631;634;-3;936;935;1;"UA";772;"N561UA";"EWR";"MIA";162;1085;6;34;"2013-01-08 06:00:00"
2013;1;8;632;635;-3;947;1019;-32;"UA";470;"N474UA";"EWR";"PHX";298;2133;6;35;"2013-01-08 06:00:00"
2013;1;8;634;630;4;800;810;-10;"B6";905;"N292JB";"JFK";"ORD";126;740;6;30;"2013-01-08 06:00:00"
2013;1;8;634;636;-2;931;945;-14;"UA";1701;"N77510";"EWR";"FLL";153;1065;6;36;"2013-01-08 06:00:00"
2013;1;8;637;645;-8;855;846;9;"US";926;"N701UW";"EWR";"CLT";87;529;6;45;"2013-01-08 06:00:00"
2013;1;8;641;635;6;1000;1002;-2;"UA";421;"N848UA";"EWR";"SFO";349;2565;6;35;"2013-01-08 06:00:00"
2013;1;8;643;645;-2;818;808;10;"B6";102;"N608JB";"JFK";"BUF";56;301;6;45;"2013-01-08 06:00:00"
2013;1;8;646;645;1;807;757;10;"EV";4241;"N13994";"EWR";"DCA";41;199;6;45;"2013-01-08 06:00:00"
2013;1;8;646;639;7;958;957;1;"UA";251;"N846UA";"EWR";"AUS";227;1504;6;39;"2013-01-08 06:00:00"
2013;1;8;648;630;18;923;905;18;"WN";135;"N916WN";"LGA";"DEN";232;1620;6;30;"2013-01-08 06:00:00"
2013;1;8;650;645;5;912;922;-10;"UA";1245;"N87527";"LGA";"DEN";235;1620;6;45;"2013-01-08 06:00:00"
2013;1;8;650;645;5;939;954;-15;"UA";1474;"N16709";"EWR";"DFW";210;1372;6;45;"2013-01-08 06:00:00"
2013;1;8;651;655;-4;905;927;-22;"B6";117;"N649JB";"JFK";"MSY";178;1182;6;55;"2013-01-08 06:00:00"
2013;1;8;652;700;-8;955;1015;-20;"AA";2279;"N3EVAA";"LGA";"MIA";153;1096;7;0;"2013-01-08 07:00:00"
2013;1;8;653;655;-2;1021;1030;-9;"DL";1415;"N386DA";"JFK";"SLC";299;1990;6;55;"2013-01-08 06:00:00"
2013;1;8;655;700;-5;831;850;-19;"AA";305;"N433AA";"LGA";"ORD";125;733;7;0;"2013-01-08 07:00:00"
2013;1;8;655;659;-4;929;938;-9;"DL";1547;"N693DL";"LGA";"ATL";123;762;6;59;"2013-01-08 06:00:00"
2013;1;8;655;658;-3;921;917;4;"UA";1717;"N37273";"EWR";"DEN";233;1605;6;58;"2013-01-08 06:00:00"
2013;1;8;655;700;-5;757;807;-10;"US";2163;"N754UW";"LGA";"DCA";42;214;7;0;"2013-01-08 07:00:00"
2013;1;8;656;705;-9;933;940;-7;"MQ";4534;"N725MQ";"LGA";"XNA";175;1147;7;5;"2013-01-08 07:00:00"
2013;1;8;656;700;-4;815;836;-21;"UA";80;"N33262";"EWR";"ORD";116;719;7;0;"2013-01-08 07:00:00"
2013;1;8;657;659;-2;949;959;-10;"AA";1815;"N329AA";"JFK";"MCO";143;944;6;59;"2013-01-08 06:00:00"
2013;1;8;658;700;-2;1022;1045;-23;"DL";1865;"N705TW";"JFK";"SFO";341;2586;7;0;"2013-01-08 07:00:00"
2013;1;8;658;700;-2;1008;1019;-11;"DL";2003;"N979DL";"LGA";"MIA";157;1096;7;0;"2013-01-08 07:00:00"
2013;1;8;658;700;-2;806;815;-9;"UA";1142;"N14230";"EWR";"BOS";40;200;7;0;"2013-01-08 07:00:00"
2013;1;8;659;700;-1;1011;1034;-23;"DL";763;"N718TW";"JFK";"LAX";340;2475;7;0;"2013-01-08 07:00:00"
2013;1;8;659;705;-6;948;1018;-30;"UA";604;"N575UA";"EWR";"LAX";323;2454;7;5;"2013-01-08 07:00:00"
2013;1;8;700;700;0;929;920;9;"EV";4172;"N12567";"EWR";"SDF";112;642;7;0;"2013-01-08 07:00:00"
2013;1;8;700;705;-5;954;1001;-7;"UA";1200;"N35407";"EWR";"MCO";143;937;7;5;"2013-01-08 07:00:00"
2013;1;8;700;700;0;935;943;-8;"UA";1506;"N37408";"EWR";"LAS";301;2227;7;0;"2013-01-08 07:00:00"
2013;1;8;700;700;0;810;807;3;"US";2116;"N944UW";"LGA";"BOS";40;184;7;0;"2013-01-08 07:00:00"
2013;1;8;703;630;33;836;810;26;"AA";303;"N3GWAA";"LGA";"ORD";119;733;6;30;"2013-01-08 06:00:00"
2013;1;8;703;700;3;1003;1027;-24;"B6";671;"N768JB";"JFK";"LAX";326;2475;7;0;"2013-01-08 07:00:00"
2013;1;8;704;705;-1;1017;1021;-4;"B6";981;"N536JB";"JFK";"FLL";171;1069;7;5;"2013-01-08 07:00:00"
2013;1;8;704;700;4;946;957;-11;"B6";203;"N789JB";"JFK";"LAS";301;2248;7;0;"2013-01-08 07:00:00"
2013;1;8;705;705;0;932;933;-1;"EV";4583;"N14204";"EWR";"MSY";184;1167;7;5;"2013-01-08 07:00:00"
2013;1;8;705;705;0;946;1034;-48;"UA";1655;"N23721";"EWR";"SNA";319;2434;7;5;"2013-01-08 07:00:00"
2013;1;8;706;705;1;1027;1015;12;"WN";3483;"N278WN";"EWR";"HOU";229;1411;7;5;"2013-01-08 07:00:00"
2013;1;8;706;710;-4;847;850;-3;"MQ";3737;"N527MQ";"EWR";"ORD";119;719;7;10;"2013-01-08 07:00:00"
2013;1;8;708;715;-7;1028;1035;-7;"AA";825;"N3ANAA";"JFK";"FLL";160;1069;7;15;"2013-01-08 07:00:00"
2013;1;8;708;700;8;837;839;-2;"UA";261;"N816UA";"LGA";"ORD";117;733;7;0;"2013-01-08 07:00:00"
2013;1;8;709;700;9;844;832;12;"EV";3839;"N12924";"EWR";"BNA";118;748;7;0;"2013-01-08 07:00:00"
2013;1;8;711;705;6;1007;1035;-28;"VX";399;"N837VA";"JFK";"LAX";334;2475;7;5;"2013-01-08 07:00:00"
2013;1;8;711;715;-4;1018;1027;-9;"UA";1299;"N33209";"EWR";"RSW";159;1068;7;15;"2013-01-08 07:00:00"
2013;1;8;713;715;-2;1029;1045;-16;"AA";443;"N336AA";"JFK";"MIA";151;1089;7;15;"2013-01-08 07:00:00"
2013;1;8;714;715;-1;1045;1040;5;"UA";799;"N532UA";"JFK";"SFO";354;2586;7;15;"2013-01-08 07:00:00"
2013;1;8;715;720;-5;916;928;-12;"DL";831;"N942DL";"LGA";"DTW";86;502;7;20;"2013-01-08 07:00:00"
2013;1;8;716;720;-4;844;845;-1;"FL";850;"N975AT";"LGA";"MKE";116;738;7;20;"2013-01-08 07:00:00"
2013;1;8;717;705;12;1005;1002;3;"B6";389;"N793JB";"LGA";"MCO";136;950;7;5;"2013-01-08 07:00:00"
2013;1;8;718;720;-2;1101;1023;38;"UA";1724;"N76254";"EWR";"PBI";147;1023;7;20;"2013-01-08 07:00:00"
2013;1;8;719;720;-1;929;920;9;"EV";4246;"N16918";"EWR";"DTW";93;488;7;20;"2013-01-08 07:00:00"
2013;1;8;719;725;-6;1037;1030;7;"AS";11;"N553AS";"EWR";"SEA";347;2402;7;25;"2013-01-08 07:00:00"
2013;1;8;719;730;-11;1052;1043;9;"UA";601;"N406UA";"LGA";"IAH";238;1416;7;30;"2013-01-08 07:00:00"
2013;1;8;721;731;-10;1031;1045;-14;"B6";1601;"N709JB";"LGA";"RSW";164;1080;7;31;"2013-01-08 07:00:00"
2013;1;8;724;730;-6;1027;1040;-13;"AA";2083;"N512AA";"EWR";"DFW";208;1372;7;30;"2013-01-08 07:00:00"
2013;1;8;725;730;-5;1026;1040;-14;"AA";715;"N436AA";"LGA";"DFW";211;1389;7;30;"2013-01-08 07:00:00"
2013;1;8;726;729;-3;841;850;-9;"B6";1305;"N334JB";"JFK";"IAD";46;228;7;29;"2013-01-08 07:00:00"
2013;1;8;729;730;-1;1036;1100;-24;"AA";33;"N335AA";"JFK";"LAX";330;2475;7;30;"2013-01-08 07:00:00"
2013;1;8;729;735;-6;1034;1047;-13;"B6";341;"N583JB";"JFK";"SRQ";157;1041;7;35;"2013-01-08 07:00:00"
2013;1;8;729;730;-1;1004;1004;0;"DL";807;"N326NB";"EWR";"ATL";121;746;7;30;"2013-01-08 07:00:00"
2013;1;8;730;730;0;1056;1115;-19;"VX";11;"N841VA";"JFK";"SFO";348;2586;7;30;"2013-01-08 07:00:00"
2013;1;8;732;740;-8;1048;1105;-17;"DL";1889;"N727TW";"JFK";"SEA";350;2422;7;40;"2013-01-08 07:00:00"
2013;1;8;734;740;-6;921;927;-6;"EV";4099;"N29906";"EWR";"STL";142;872;7;40;"2013-01-08 07:00:00"
2013;1;8;735;750;-15;912;940;-28;"9E";3611;"N833AY";"JFK";"PIT";69;340;7;50;"2013-01-08 07:00:00"
2013;1;8;736;710;26;1213;1203;10;"B6";715;"N569JB";"JFK";"SJU";194;1598;7;10;"2013-01-08 07:00:00"
2013;1;8;740;634;66;920;822;58;"EV";4334;"N11187";"EWR";"CMH";78;463;6;34;"2013-01-08 06:00:00"
2013;1;8;740;745;-5;914;930;-16;"AA";309;"N426AA";"LGA";"ORD";124;733;7;45;"2013-01-08 07:00:00"
2013;1;8;740;745;-5;905;923;-18;"UA";1162;"N37293";"EWR";"ORD";118;719;7;45;"2013-01-08 07:00:00"
2013;1;8;741;745;-4;1058;1125;-27;"AA";59;"N327AA";"JFK";"SFO";351;2586;7;45;"2013-01-08 07:00:00"
2013;1;8;741;740;1;1033;1044;-11;"UA";356;"N426UA";"EWR";"TPA";147;997;7;40;"2013-01-08 07:00:00"
2013;1;8;746;745;1;1229;1234;-5;"UA";1481;"N75858";"EWR";"SJU";198;1608;7;45;"2013-01-08 07:00:00"
2013;1;8;747;753;-6;943;1007;-24;"DL";2119;"N367NW";"LGA";"MSP";159;1020;7;53;"2013-01-08 07:00:00"
2013;1;8;749;755;-6;1102;1110;-8;"AA";2267;"N3ERAA";"LGA";"MIA";165;1096;7;55;"2013-01-08 07:00:00"
2013;1;8;749;757;-8;901;910;-9;"B6";44;"N592JB";"JFK";"SYR";49;209;7;57;"2013-01-08 07:00:00"
2013;1;8;751;752;-1;1049;1102;-13;"UA";1410;"N75429";"EWR";"IAH";212;1400;7;52;"2013-01-08 07:00:00"
2013;1;8;751;800;-9;852;908;-16;"US";2118;"N957UW";"LGA";"BOS";44;184;8;0;"2013-01-08 08:00:00"
2013;1;8;752;755;-3;1029;1012;17;"9E";4023;"N8598B";"EWR";"CVG";121;569;7;55;"2013-01-08 07:00:00"
2013;1;8;753;805;-12;858;915;-17;"EV";4688;"N14923";"EWR";"MHT";39;209;8;5;"2013-01-08 08:00:00"
2013;1;8;754;759;-5;954;1011;-17;"US";1733;"N537UW";"LGA";"CLT";86;544;7;59;"2013-01-08 07:00:00"
2013;1;8;755;800;-5;858;917;-19;"US";2165;"N756US";"LGA";"DCA";43;214;8;0;"2013-01-08 08:00:00"
2013;1;8;756;759;-3;1021;1039;-18;"DL";2047;"N680DA";"LGA";"ATL";122;762;7;59;"2013-01-08 07:00:00"
2013;1;8;757;800;-3;1105;1122;-17;"DL";1271;"N937DL";"JFK";"FLL";160;1069;8;0;"2013-01-08 08:00:00"
2013;1;8;757;755;2;917;930;-13;"WN";3935;"N7730A";"LGA";"MDW";118;725;7;55;"2013-01-08 07:00:00"
2013;1;8;757;759;-2;1112;1115;-3;"UA";1539;"N15710";"EWR";"DFW";223;1372;7;59;"2013-01-08 07:00:00"
2013;1;8;759;805;-6;1107;1113;-6;"B6";17;"N590JB";"JFK";"FLL";155;1069;8;5;"2013-01-08 08:00:00"
2013;1;8;759;800;-1;1116;1125;-9;"UA";397;"N557UA";"JFK";"SFO";355;2586;8;0;"2013-01-08 08:00:00"
2013;1;8;800;800;0;1043;1054;-11;"B6";517;"N806JB";"EWR";"MCO";138;937;8;0;"2013-01-08 08:00:00"
2013;1;8;803;810;-7;938;955;-17;"MQ";4406;"N835MQ";"JFK";"RDU";70;427;8;10;"2013-01-08 08:00:00"
2013;1;8;804;759;5;911;914;-3;"EV";4233;"N22909";"EWR";"BTV";45;266;7;59;"2013-01-08 07:00:00"
2013;1;8;804;810;-6;956;1007;-11;"EV";4537;"N13949";"EWR";"MEM";151;946;8;10;"2013-01-08 08:00:00"
2013;1;8;804;805;-1;1026;1029;-3;"9E";3538;"N913XJ";"JFK";"MSP";169;1029;8;5;"2013-01-08 08:00:00"
2013;1;8;805;810;-5;1029;1044;-15;"FL";346;"N949AT";"LGA";"ATL";118;762;8;10;"2013-01-08 08:00:00"
2013;1;8;805;759;6;1029;1025;4;"UA";429;"N527UA";"LGA";"DEN";235;1620;7;59;"2013-01-08 07:00:00"
2013;1;8;806;810;-4;1118;1116;2;"DL";1959;"N924DL";"JFK";"MCO";138;944;8;10;"2013-01-08 08:00:00"
2013;1;8;806;815;-9;958;1010;-12;"MQ";4490;"N719MQ";"LGA";"CMH";86;479;8;15;"2013-01-08 08:00:00"
2013;1;8;807;810;-3;1252;1315;-23;"AA";655;"N5EUAA";"JFK";"STT";204;1623;8;10;"2013-01-08 08:00:00"
2013;1;8;807;810;-3;909;925;-16;"AA";1838;"N3GTAA";"JFK";"BOS";38;187;8;10;"2013-01-08 08:00:00"
2013;1;8;808;812;-4;949;950;-1;"B6";1051;"N294JB";"JFK";"PIT";70;340;8;12;"2013-01-08 08:00:00"
2013;1;8;809;815;-6;1055;1117;-22;"DL";1429;"N658DL";"JFK";"LAS";304;2248;8;15;"2013-01-08 08:00:00"
2013;1;8;810;817;-7;1102;1127;-25;"DL";1109;"N322US";"LGA";"TPA";152;1010;8;17;"2013-01-08 08:00:00"
2013;1;8;810;815;-5;1127;1131;-4;"DL";1167;"N303DQ";"JFK";"TPA";173;1005;8;15;"2013-01-08 08:00:00"
2013;1;8;810;800;10;1103;1124;-21;"DL";2143;"N349NW";"JFK";"MIA";155;1089;8;0;"2013-01-08 08:00:00"
2013;1;8;811;817;-6;1041;1058;-17;"DL";914;"N337NW";"LGA";"DEN";238;1620;8;17;"2013-01-08 08:00:00"
2013;1;8;811;815;-4;1025;1015;10;"US";675;"N654AW";"EWR";"CLT";82;529;8;15;"2013-01-08 08:00:00"
2013;1;8;812;820;-8;930;955;-25;"MQ";4655;"N546MQ";"LGA";"BNA";115;764;8;20;"2013-01-08 08:00:00"
2013;1;8;813;820;-7;957;958;-1;"9E";3317;"N904XJ";"JFK";"BUF";63;301;8;20;"2013-01-08 08:00:00"
2013;1;8;814;803;11;1049;1025;24;"EV";4655;"N14125";"EWR";"OMA";182;1134;8;3;"2013-01-08 08:00:00"
2013;1;8;815;819;-4;1253;1307;-14;"B6";717;"N796JB";"JFK";"SJU";194;1598;8;19;"2013-01-08 08:00:00"
2013;1;8;815;800;15;1157;1140;17;"WN";1558;"N901WN";"EWR";"PHX";305;2133;8;0;"2013-01-08 08:00:00"
2013;1;8;816;822;-6;1007;1019;-12;"EV";4691;"N15986";"EWR";"DAY";88;533;8;22;"2013-01-08 08:00:00"
2013;1;8;818;759;19;926;916;10;"EV";4392;"N13989";"EWR";"SYR";38;195;7;59;"2013-01-08 07:00:00"
2013;1;8;818;820;-2;932;939;-7;"9E";4051;"N8674A";"JFK";"BWI";39;184;8;20;"2013-01-08 08:00:00"
2013;1;8;818;810;8;922;924;-2;"B6";1172;"N187JB";"EWR";"BOS";42;200;8;10;"2013-01-08 08:00:00"
2013;1;8;818;825;-7;939;945;-6;"MQ";4418;"N828MQ";"JFK";"DCA";42;213;8;25;"2013-01-08 08:00:00"
2013;1;8;819;759;20;1031;1010;21;"EV";4380;"N17196";"EWR";"MSP";166;1008;7;59;"2013-01-08 07:00:00"
2013;1;8;819;815;4;1003;958;5;"9E";3521;"N602LR";"JFK";"ORD";125;740;8;15;"2013-01-08 08:00:00"
2013;1;8;823;830;-7;952;1015;-23;"AA";313;"N476AA";"LGA";"ORD";118;733;8;30;"2013-01-08 08:00:00"
2013;1;8;823;810;13;1112;1043;29;"DL";269;"N377NW";"JFK";"ATL";126;760;8;10;"2013-01-08 08:00:00"
2013;1;8;823;825;-2;1020;1026;-6;"US";487;"N663AW";"JFK";"CLT";84;541;8;25;"2013-01-08 08:00:00"
2013;1;8;824;829;-5;1007;1012;-5;"EV";3815;"N12552";"EWR";"GSO";73;445;8;29;"2013-01-08 08:00:00"
2013;1;8;824;827;-3;1010;1031;-21;"EV";4529;"N16149";"EWR";"MYR";82;550;8;27;"2013-01-08 08:00:00"
2013;1;8;824;828;-4;1058;1105;-7;"B6";611;"N178JB";"JFK";"JAX";123;828;8;28;"2013-01-08 08:00:00"
2013;1;8;826;829;-3;940;955;-15;"EV";3259;"N13965";"EWR";"PWM";49;284;8;29;"2013-01-08 08:00:00"
2013;1;8;826;830;-4;1008;1023;-15;"9E";4220;"N824AY";"JFK";"RDU";68;427;8;30;"2013-01-08 08:00:00"
2013;1;8;827;827;0;1141;1140;1;"DL";2395;"N328NW";"LGA";"PBI";151;1035;8;27;"2013-01-08 08:00:00"
2013;1;8;828;835;-7;1048;1105;-17;"MQ";4610;"N0EGMQ";"LGA";"ATL";120;762;8;35;"2013-01-08 08:00:00"
2013;1;8;829;834;-5;1047;1039;8;"EV";4250;"N14568";"EWR";"GRR";100;605;8;34;"2013-01-08 08:00:00"
2013;1;8;829;835;-6;1127;1150;-23;"AA";717;"N3ATAA";"LGA";"DFW";209;1389;8;35;"2013-01-08 08:00:00"
2013;1;8;829;834;-5;1119;1137;-18;"UA";1117;"N75425";"EWR";"MCO";137;937;8;34;"2013-01-08 08:00:00"
2013;1;8;829;829;0;1141;1145;-4;"UA";1601;"N39423";"EWR";"FLL";158;1065;8;29;"2013-01-08 08:00:00"
2013;1;8;830;830;0;1116;1106;10;"F9";835;"N202FR";"LGA";"DEN";247;1620;8;30;"2013-01-08 08:00:00"
2013;1;8;830;830;0;956;950;6;"WN";369;"N408WN";"EWR";"MDW";112;711;8;30;"2013-01-08 08:00:00"
2013;1;8;832;835;-3;1318;1340;-22;"DL";301;"N900PC";"JFK";"SJU";196;1598;8;35;"2013-01-08 08:00:00"
2013;1;8;835;840;-5;1009;1030;-21;"MQ";4521;"N722MQ";"LGA";"RDU";74;431;8;40;"2013-01-08 08:00:00"
2013;1;8;837;830;7;1141;1154;-13;"UA";112;"N14107";"JFK";"LAX";320;2475;8;30;"2013-01-08 08:00:00"
2013;1;8;838;840;-2;941;1003;-22;"9E";3422;"N934XJ";"JFK";"BOS";42;187;8;40;"2013-01-08 08:00:00"
2013;1;8;838;845;-7;1032;1057;-25;"US";1429;"N724UW";"LGA";"CLT";91;544;8;45;"2013-01-08 08:00:00"
2013;1;8;839;840;-1;1205;1204;1;"B6";553;"N554JB";"EWR";"RSW";158;1068;8;40;"2013-01-08 08:00:00"
2013;1;8;840;835;5;1153;1215;-22;"UA";1480;"N26215";"EWR";"SFO";346;2565;8;35;"2013-01-08 08:00:00"
2013;1;8;841;843;-2;1120;1115;5;"EV";4107;"N15572";"EWR";"JAX";125;820;8;43;"2013-01-08 08:00:00"
2013;1;8;841;840;1;1027;1030;-3;"EV";4548;"N14542";"EWR";"RDU";71;416;8;40;"2013-01-08 08:00:00"
2013;1;8;841;845;-4;950;1015;-25;"9E";3405;"N937XJ";"JFK";"DCA";41;213;8;45;"2013-01-08 08:00:00"
2013;1;8;841;840;1;1004;959;5;"UA";1289;"N17233";"EWR";"BOS";43;200;8;40;"2013-01-08 08:00:00"
2013;1;8;846;845;1;1401;1350;11;"AA";1357;"N5FSAA";"JFK";"SJU";206;1598;8;45;"2013-01-08 08:00:00"
2013;1;8;847;855;-8;1051;1101;-10;"EV";4500;"N33182";"EWR";"DTW";90;488;8;55;"2013-01-08 08:00:00"
2013;1;8;847;855;-8;1042;1102;-20;"EV";4913;"N137EV";"EWR";"DTW";80;488;8;55;"2013-01-08 08:00:00"
2013;1;8;847;850;-3;1116;1113;3;"EV";4125;"N14180";"EWR";"XNA";177;1131;8;50;"2013-01-08 08:00:00"
2013;1;8;848;850;-2;1023;1035;-12;"MQ";4558;"N713MQ";"LGA";"CLE";71;419;8;50;"2013-01-08 08:00:00"
2013;1;8;849;900;-11;1137;1214;-37;"UA";377;"N432UA";"LGA";"IAH";201;1416;9;0;"2013-01-08 09:00:00"
2013;1;8;849;857;-8;1222;1209;13;"UA";714;"N446UA";"EWR";"MIA";165;1085;8;57;"2013-01-08 08:00:00"
2013;1;8;851;840;11;1154;1143;11;"UA";1626;"N78285";"EWR";"SAN";316;2425;8;40;"2013-01-08 08:00:00"
2013;1;8;852;900;-8;1006;1022;-16;"US";2167;"N762US";"LGA";"DCA";38;214;9;0;"2013-01-08 09:00:00"
2013;1;8;853;900;-7;1209;1220;-11;"AA";1;"N323AA";"JFK";"LAX";341;2475;9;0;"2013-01-08 09:00:00"
2013;1;8;853;855;-2;1215;1217;-2;"B6";1061;"N267JB";"JFK";"AUS";242;1521;8;55;"2013-01-08 08:00:00"
2013;1;8;854;858;-4;1119;1118;1;"EV";4364;"N12201";"EWR";"MCI";169;1092;8;58;"2013-01-08 08:00:00"
2013;1;8;854;807;47;1042;1010;32;"B6";219;"N197JB";"JFK";"CLT";84;541;8;7;"2013-01-08 08:00:00"
2013;1;8;854;900;-6;1144;1159;-15;"B6";59;"N519JB";"JFK";"TPA";148;1005;9;0;"2013-01-08 09:00:00"
2013;1;8;854;857;-3;1214;1202;12;"UA";248;"N443UA";"EWR";"IAH";213;1400;8;57;"2013-01-08 08:00:00"
2013;1;8;855;905;-10;1006;1029;-23;"B6";20;"N249JB";"JFK";"ROC";55;264;9;5;"2013-01-08 09:00:00"
2013;1;8;855;859;-4;1134;1145;-11;"DL";1747;"N665DN";"LGA";"ATL";122;762;8;59;"2013-01-08 08:00:00"
2013;1;8;855;900;-5;1022;1048;-26;"UA";385;"N811UA";"EWR";"ORD";120;719;9;0;"2013-01-08 09:00:00"
2013;1;8;856;855;1;1059;1104;-5;"9E";3353;"N902XJ";"JFK";"DTW";94;509;8;55;"2013-01-08 08:00:00"
2013;1;8;856;900;-4;1000;1020;-20;"US";2120;"N965UW";"LGA";"BOS";40;184;9;0;"2013-01-08 09:00:00"
2013;1;8;857;900;-3;1132;1135;-3;"DL";485;"N308DE";"EWR";"ATL";116;746;9;0;"2013-01-08 09:00:00"
2013;1;8;858;900;-2;1113;1116;-3;"DL";181;"N362NW";"LGA";"DTW";91;502;9;0;"2013-01-08 09:00:00"
2013;1;8;858;905;-7;1245;1226;19;"DL";2379;"N355NB";"LGA";"FLL";160;1076;9;5;"2013-01-08 09:00:00"
2013;1;8;858;905;-7;1110;1115;-5;"MQ";4478;"N734MQ";"LGA";"DTW";92;502;9;5;"2013-01-08 09:00:00"
2013;1;8;858;900;-2;1155;1200;-5;"UA";430;"N494UA";"EWR";"TPA";149;997;9;0;"2013-01-08 09:00:00"
2013;1;8;859;904;-5;1113;1053;20;"UA";1153;"N16703";"EWR";"CLE";68;404;9;4;"2013-01-08 09:00:00"
2013;1;8;859;900;-1;1033;1040;-7;"UA";1522;"N34222";"LGA";"ORD";118;733;9;0;"2013-01-08 09:00:00"
2013;1;8;900;900;0;1223;1227;-4;"DL";120;"N713TW";"JFK";"LAX";343;2475;9;0;"2013-01-08 09:00:00"
2013;1;8;901;900;1;1504;1530;-26;"HA";51;"N389HA";"JFK";"HNL";645;4983;9;0;"2013-01-08 09:00:00"
2013;1;8;902;905;-3;1006;1023;-17;"B6";56;"N281JB";"JFK";"BTV";47;266;9;5;"2013-01-08 09:00:00"
2013;1;8;902;900;2;1143;1133;10;"UA";1643;"N67134";"EWR";"DEN";228;1605;9;0;"2013-01-08 09:00:00"
2013;1;8;905;900;5;1206;1230;-24;"VX";407;"N626VA";"JFK";"LAX";335;2475;9;0;"2013-01-08 09:00:00"
2013;1;8;908;903;5;1148;1146;2;"UA";565;"N515UA";"EWR";"LAS";301;2227;9;3;"2013-01-08 09:00:00"
2013;1;8;909;908;1;1432;1409;23;"UA";1519;"N33714";"EWR";"STT";210;1634;9;8;"2013-01-08 09:00:00"
2013;1;8;911;915;-4;1037;1101;-24;"B6";1103;"N193JB";"JFK";"RDU";71;427;9;15;"2013-01-08 09:00:00"
2013;1;8;912;845;27;1049;1006;43;"EV";4112;"N12921";"EWR";"RIC";57;277;8;45;"2013-01-08 08:00:00"
2013;1;8;913;920;-7;1215;1245;-30;"AA";721;"N481AA";"LGA";"DFW";214;1389;9;20;"2013-01-08 09:00:00"
2013;1;8;915;915;0;1212;1225;-13;"B6";25;"N629JB";"JFK";"FLL";156;1069;9;15;"2013-01-08 09:00:00"
2013;1;8;918;920;-2;1306;1240;26;"AA";1589;"N469AA";"EWR";"DFW";242;1372;9;20;"2013-01-08 09:00:00"
2013;1;8;919;924;-5;1125;1118;7;"EV";4711;"N14991";"EWR";"STL";147;872;9;24;"2013-01-08 09:00:00"
2013;1;8;921;930;-9;1043;1103;-20;"9E";3661;"N8416B";"JFK";"ROC";53;264;9;30;"2013-01-08 09:00:00"
2013;1;8;921;906;15;1233;1217;16;"UA";1517;"N76265";"EWR";"PBI";149;1023;9;6;"2013-01-08 09:00:00"
2013;1;8;922;929;-7;1046;1044;2;"EV";4636;"N14558";"EWR";"DCA";41;199;9;29;"2013-01-08 09:00:00"
